agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,34788,2021,1099000,478000,"5 By chapter 50, section 1, of the laws of 2021:
6 For services and expenses related to labor standards program enforce-
7 ment activities (34788).
8 Contractual services (51000) ... 1,099,000 ............ (re. $478,000)",591,5.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34788|2021|1099000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,50300,2024,2000,2000,"19 Holiday/overtime compensation (50300) ... 2,000 ......... (re. $2,000)",591,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|50300|2024|2000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,56000,2024,45000,27000,"23 Equipment (56000) ... 45,000 ........................... (re. $27,000)",591,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2024|45000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,34788,2023,4251000,1070000,"26 The appropriation made by chapter 50, section 1, of the laws of 2023, as
27 supplemented by an interchange in accordance with section 51 of
28 state finance law, is hereby amended and reappropriated to read:
29 For services and expenses to implement chapter 511 of the laws of 1995
30 as amended by chapter 513 of the laws of 1997, chapter 655 of the
31 laws of 1999, chapter 376 of the laws of 2003 and chapter 407 of the
32 laws of 2005 (34788).
33 Personal service--regular (50100) ... 4,251,000 ..... (re. $1,070,000)",591,26.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34788|2023|4251000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,50200,2023,9000,4000,"34 Temporary service (50200) ... 9,000 ..................... (re. $4,000)",591,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|50200|2023|9000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,50300,2023,0,4000,"35 Holiday/overtime compensation (50300) ................................
36 [2,000] _7_,_0_0_0 ......................................... (re. $4,000)",591,35.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|50300|2023|0
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,51000,2023,801000,486000,"37 Contractual services (51000) ... 801,000 .............. (re. $486,000)",591,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2023|801000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,56000,2023,45000,7000,"38 Equipment (56000) ... 45,000 ............................ (re. $7,000)",591,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2023|45000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,60000,2023,2935000,517000,"39 Fringe benefits (60000) ... 2,935,000 ................. (re. $517,000)",591,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|60000|2023|2935000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,58800,2023,133000,21000,"40 Indirect costs (58800) ... 133,000 ..................... (re. $21,000)",591,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|58800|2023|133000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,50300,2024,0,139000,"11 Holiday/overtime compensation (50300) ................................
12 [11,000] _1_6_1_,_0_0_0 .................................... (re. $139,000)",592,11.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|50300|2024|0
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,34788,2023,9353000,479000,"19 The appropriation made by chapter 50, section 1, of the laws of 2023, as
20 supplemented by an interchange in accordance with section 51 of
21 state finance law, is hereby amended and reappropriated to read:
22 For services and expenses related to labor standards program enforce-
23 ment activities.
24 Notwithstanding any other provision of law to the contrary, the OGS
25 Interchange and Transfer Authority, and the IT Interchange and
26 Transfer Authority as defined in the 2023-24 state fiscal year state
27 operations appropriation for the budget division program of the
28 division of the budget, are deemed fully incorporated herein and a
29 part of this appropriation as if fully stated (34788).
30 Personal service--regular (50100) ... 9,353,000 ....... (re. $479,000)",592,19.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34788|2023|9353000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,50200,2023,36000,17000,"31 Temporary service (50200) ... 36,000 ................... (re. $17,000)",592,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|50200|2023|36000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,57000,2023,216000,57000,"34 Supplies and materials (57000) ... 216,000 ............. (re. $57,000)",592,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|57000|2023|216000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,54000,2023,110000,32000,"35 Travel (54000) ... 110,000 ............................. (re. $32,000)",592,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|54000|2023|110000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,51000,2023,1804000,887000,"36 Contractual services (51000) ... 1,804,000 ............ (re. $887,000)",592,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2023|1804000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,56000,2023,174000,50000,"37 Equipment (56000) ... 174,000 .......................... (re. $50,000)",592,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2023|174000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,60000,2023,6473000,417000,"38 Fringe benefits (60000) ... 6,473,000 ................. (re. $417,000)",592,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|60000|2023|6473000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,58800,2023,293000,17000,"39 Indirect costs (58800) ... 293,000 ..................... (re. $17,000)",592,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|58800|2023|293000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,34788,2022,216000,30000,"40 By chapter 50, section 1, of the laws of 2022:
41 For services and expenses related to labor standards program enforce-
42 ment activities.
43 Notwithstanding any other provision of law to the contrary, the OGS
44 Interchange and Transfer Authority, and the IT Interchange and
45 Transfer Authority as defined in the 2022-23 state fiscal year state
46 operations appropriation for the budget division program of the
47 division of the budget, are deemed fully incorporated herein and a
48 part of this appropriation as if fully stated (34788).
49 Supplies and materials (57000) ... 216,000 ............. (re. $30,000)",592,40.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34788|2022|216000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Public Work Enforcement Account - 21998,54000,2022,110000,79000,"50 Travel (54000) ... 110,000 ............................. (re. $79,000)",592,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|54000|2022|110000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,51000,2022,1804000,1255000,"593 12550-10-5
DEPARTMENT OF LABOR
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Contractual services (51000) ... 1,804,000 .......... (re. $1,255,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2022|1804000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,56000,2022,174000,108000,"2 Equipment (56000) ... 174,000 ......................... (re. $108,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2022|174000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,34788,2021,185000,75000,"3 By chapter 50, section 1, of the laws of 2021:
4 For services and expenses related to labor standards program enforce-
5 ment activities.
6 Notwithstanding any other provision of law to the contrary, the OGS
7 Interchange and Transfer Authority, and the IT Interchange and
8 Transfer Authority as defined in the 2021-22 state fiscal year state
9 operations appropriation for the budget division program of the
10 division of the budget, are deemed fully incorporated herein and a
11 part of this appropriation as if fully stated (34788).
12 Supplies and materials (57000) ... 185,000 ............. (re. $75,000)",593,3.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34788|2021|185000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,54000,2021,112000,98000,"13 Travel (54000) ... 112,000 ............................. (re. $98,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|54000|2021|112000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,51000,2021,1447000,675000,"14 Contractual services (51000) ... 1,447,000 ............ (re. $675,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2021|1447000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,34203,2024,3900000,3644000,"19 The appropriation made by chapter 50, section 1, of the laws of 2024, as
20 supplemented by an interchange in accordance with section 51 of
21 state finance law, is hereby amended and reappropriated to read:
22 For services and expenses related to occupational safety and health
23 program enforcement activities (34203).
24 Personal service--regular (50100) ... 3,900,000 ..... (re. $3,644,000)",593,19.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34203|2024|3900000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,57000,2024,575000,515000,"25 Supplies and materials (57000) ... 575,000 ............ (re. $515,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|57000|2024|575000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,54000,2024,575000,368000,"26 Travel (54000) ... 575,000 ............................ (re. $368,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|54000|2024|575000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,56000,2024,110000,43000,"29 Equipment (56000) ... 110,000 .......................... (re. $43,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2024|110000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,60000,2024,2615000,2401000,"30 Fringe benefits (60000) ... 2,615,000 ............... (re. $2,401,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|60000|2024|2615000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,58800,2024,107000,99000,"31 Indirect costs (58800) ... 107,000 ..................... (re. $99,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|58800|2024|107000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,34203,2023,3899000,3269000,"32 The appropriation made by chapter 50, section 1, of the laws of 2023, as
33 supplemented by an interchange in accordance with section 51 of
34 state finance law, is hereby amended and reappropriated to read:
35 For services and expenses related to occupational safety and health
36 program enforcement activities (34203).
37 Personal service--regular (50100) ... 3,899,000 ..... (re. $3,269,000)",593,32.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34203|2023|3899000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,57000,2023,595000,595000,"38 Supplies and materials (57000) ... [575,000] _5_9_5_,_0_0_0 .. (re. $595,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|57000|2023|595000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,54000,2023,575000,435000,"39 Travel (54000) ... 575,000 ............................ (re. $435,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|54000|2023|575000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,51000,2023,1282000,313000,"40 Contractual services (51000) ... 1,282,000 ............ (re. $313,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2023|1282000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,56000,2023,100000,87000,"41 Equipment (56000) ... 100,000 .......................... (re. $87,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2023|100000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,60000,2023,2685000,2151000,"42 Fringe benefits (60000) ... 2,685,000 ............... (re. $2,151,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|60000|2023|2685000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,DOL-Fee and Penalty Account - 21923,58800,2023,122000,89000,"43 Indirect costs (58800) ... 122,000 ..................... (re. $89,000)",593,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|58800|2023|122000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Occupational Safety and Health Inspection Account - 21252,51000,2022,1283000,747000,"594 12550-10-5
DEPARTMENT OF LABOR
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Contractual services (51000) ... 1,283,000 ............ (re. $747,000)",594,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2022|1283000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Occupational Safety and Health Inspection Account - 21252,51000,2023,2314000,1979000,"39 Contractual services (51000) ... 2,314,000 .......... (re. $1,979,000)",594,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2023|2314000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,Occupational Safety and Health Inspection Account - 21252,56000,2023,126000,107000,"40 Equipment (56000) ... 126,000 ......................... (re. $107,000)",594,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2023|126000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,OSHA-Training and Education Account - 21251,34203,2022,13166000,1372000,"595 12550-10-5
DEPARTMENT OF LABOR
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Transfer Authority as defined in the 2022-23 state fiscal year state
2 operations appropriation for the budget division program of the
3 division of the budget, are deemed fully incorporated herein and a
4 part of this appropriation as if fully stated (34203).
5 Personal service--regular (50100) ... 13,166,000 .... (re. $1,372,000)",595,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34203|2022|13166000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,OSHA-Training and Education Account - 21251,54000,2022,368000,80000,"6 Travel (54000) ... 368,000 ............................. (re. $80,000)",595,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|54000|2022|368000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,OSHA-Training and Education Account - 21251,51000,2022,2372000,1292000,"7 Contractual services (51000) ... 2,372,000 .......... (re. $1,292,000)",595,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2022|2372000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,OSHA-Training and Education Account - 21251,56000,2022,426000,110000,"8 Equipment (56000) ... 426,000 ......................... (re. $110,000)",595,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2022|426000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,OSHA-Training and Education Account - 21251,60000,2022,8689000,903000,"9 Fringe benefits (60000) ... 8,689,000 ................. (re. $903,000)",595,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|60000|2022|8689000
DEPARTMENT OF LABOR,STATE OPERATIONS,Special Revenue Funds - Other,OSHA-Training and Education Account - 21251,58800,2022,373000,37000,"10 Indirect costs (58800) ... 373,000 ..................... (re. $37,000)",595,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|58800|2022|373000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,34203,2022,4536000,2877000,"7 By chapter 50, section 1, of the laws of 2022:
8 For services and expenses related to occupational safety and health
9 program enforcement activities, services and expenses associated
10 with reporting requirements included in the workers' compensation
11 reform law of 2007 as well as activities previously funded from the
12 department of labor general fund administration appropriation.
13 Notwithstanding any other provision of law to the contrary, the OGS
14 Interchange and Transfer Authority, and the IT Interchange and
15 Transfer Authority as defined in the 2022-23 state fiscal year state
16 operations appropriation for the budget division program of the
17 division of the budget, are deemed fully incorporated herein and a
18 part of this appropriation as if fully stated (34203).
19 Personal service--regular (50100) ... 4,536,000 ..... (re. $2,877,000)",596,7.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34203|2022|4536000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,50200,2022,44000,20000,"20 Temporary service (50200) ... 44,000 ................... (re. $20,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|50200|2022|44000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,50300,2022,11000,5000,"21 Holiday/overtime compensation (50300) ... 11,000 ........ (re. $5,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|50300|2022|11000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,57000,2022,105000,67000,"22 Supplies and materials (57000) ... 105,000 ............. (re. $67,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|57000|2022|105000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,54000,2022,90000,67000,"23 Travel (54000) ... 90,000 .............................. (re. $67,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|54000|2022|90000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,51000,2022,7104000,4215000,"24 Contractual services (51000) ... 7,104,000 .......... (re. $4,215,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2022|7104000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,56000,2022,109000,69000,"25 Equipment (56000) ... 109,000 .......................... (re. $69,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2022|109000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,60000,2022,3024000,1910000,"26 Fringe benefits (60000) ... 3,024,000 ............... (re. $1,910,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|60000|2022|3024000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,58800,2022,130000,79000,"27 Indirect costs (58800) ... 130,000 ..................... (re. $79,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|58800|2022|130000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,34203,2021,3512000,1959000,"28 By chapter 50, section 1, of the laws of 2021:
29 For services and expenses related to occupational safety and health
30 program enforcement activities, services and expenses associated
31 with reporting requirements included in the workers' compensation
32 reform law of 2007 as well as activities previously funded from the
33 department of labor general fund administration appropriation.
34 Notwithstanding any other provision of law to the contrary, the OGS
35 Interchange and Transfer Authority, and the IT Interchange and
36 Transfer Authority as defined in the 2021-22 state fiscal year state
37 operations appropriation for the budget division program of the
38 division of the budget, are deemed fully incorporated herein and a
39 part of this appropriation as if fully stated (34203).
40 Personal service--regular (50100) ... 3,512,000 ..... (re. $1,959,000)",596,28.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|34203|2021|3512000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,57000,2021,87000,58000,"41 Supplies and materials (57000) ... 87,000 .............. (re. $58,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|57000|2021|87000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,54000,2021,92000,86000,"42 Travel (54000) ... 92,000 .............................. (re. $86,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|54000|2021|92000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,51000,2021,6859000,3275000,"43 Contractual services (51000) ... 6,859,000 .......... (re. $3,275,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|51000|2021|6859000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,56000,2021,90000,66000,"44 Equipment (56000) ... 90,000 ........................... (re. $66,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|56000|2021|90000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,60000,2021,2227000,1289000,"45 Fringe benefits (60000) ... 2,227,000 ............... (re. $1,289,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|60000|2021|2227000
DEPARTMENT OF LABOR,STATE OPERATIONS,general fund,OSHA-Training and Education Account - 21251,58800,2021,125000,53000,"46 Indirect costs (58800) ... 125,000 ..................... (re. $53,000)",596,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LABOR|58800|2021|125000
DEPARTMENT OF LAW,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25117,35114,2023,23601000,2864000,"16 By chapter 50, section 1, of the laws of 2023:
17 For services and expenses related to grants for the investigation and
18 prosecution of medicaid fraud.
19 Notwithstanding any law to the contrary, the amounts herein appropri-
20 ated may be interchanged or transferred without limit to any other
21 appropriation in any other program or fund within the department of
22 law, with the approval of the director of the budget (35114).
23 Personal service (50000) ... 23,601,000 ............. (re. $2,864,000)",610,16.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LAW|35114|2023|23601000
DEPARTMENT OF LAW,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25117,57050,2023,7285000,2443000,"24 Nonpersonal service (57050) ... 7,285,000 ........... (re. $2,443,000)",610,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LAW|57050|2023|7285000
DEPARTMENT OF LAW,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25117,60090,2023,14910000,1571000,"25 Fringe benefits (60090) ... 14,910,000 .............. (re. $1,571,000)",610,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LAW|60090|2023|14910000
DEPARTMENT OF LAW,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25117,58850,2023,4390000,4309000,"26 Indirect costs (58850) ... 4,390,000 ................ (re. $4,309,000)",610,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF LAW|58850|2023|4390000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Opioid Settlement Fund Account - 23817,81031,2024,7400000,7400000,"5 By chapter 50, section 1, of the laws of 2024:
6 For services and expenses associated with administering the Substance
7 Use Prevention, Treatment and Recovery Services (SUPTRS) block
8 grant.
9 Notwithstanding any inconsistent provision of law, a portion of the
10 funds hereby appropriated may, subject to the approval of the direc-
11 tor of the budget, be transferred to local assistance and/or any
12 appropriation of the office of addiction services and supports
13 consistent with the terms and conditions of the SUPTRS block grant
14 award.
15 Notwithstanding any other provision of law to the contrary, a portion
16 of this appropriation shall be available to the Research Foundation
17 for Mental Hygiene, Inc. pursuant to a contract, subject to the
18 approval of the director of the budget, to assist the office in
19 tasks related to the executive direction program (81031).
20 Personal service (50000) ... 7,400,000 .............. (re. $7,400,000)",619,5.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|81031|2024|7400000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Opioid Settlement Fund Account - 23817,57050,2024,1555000,1555000,"21 Nonpersonal service (57050) ... 1,555,000 ........... (re. $1,555,000)",619,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|57050|2024|1555000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Opioid Settlement Fund Account - 23817,81031,2021,22837000,5263000,"22 By chapter 50, section 1, of the laws of 2021, as amended by chapter 50,
23 section 1, of the laws of 2023:
24 For services and expenses associated with administering the substance
25 abuse prevention and treatment (SAPT) block grant.
26 Notwithstanding any inconsistent provision of law, a portion of the
27 funds hereby appropriated may, subject to the approval of the direc-
28 tor of the budget, be transferred to local assistance and/or any
29 appropriation of the office of addiction services and supports
30 consistent with the terms and conditions of the SAPT block grant
31 award (81031).
32 Nonpersonal service (57050) ... 22,837,000 .......... (re. $5,263,000)",619,22.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|81031|2021|22837000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Opioid Settlement Fund Account - 23817,81031,2024,1046000,1046000,"36 By chapter 50, section 1, of the laws of 2024:
37 For the administration of programs and activities supported by the
38 opioid settlement fund and in accordance with the terms of the
39 statewide opioid settlement agreements.
40 Notwithstanding any other provision of law to the contrary, a portion
41 of this appropriation shall be available to the Research Foundation
42 for Mental Hygiene, Inc. pursuant to a contract, subject to the
43 approval of the director of the budget, to assist the office in
44 tasks related to the statewide opioid settlement agreements (81031).
45 Personal service--regular (50100) ... 1,046,000 ..... (re. $1,046,000)",619,36.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|81031|2024|1046000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Other,Opioid Stewardship Account - 22239,81038,2024,516000,354000,"621 12550-10-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF ADDICTION SERVICES AND SUPPORTS
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 consistent with the terms and conditions of the SUPTRS block grant
2 award (81038).
3 Personal service (50000) ... 516,000 .................. (re. $354,000)",621,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|81038|2024|516000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Other,Opioid Stewardship Account - 22239,57050,2024,340000,340000,"4 Nonpersonal service (57050) ... 340,000 ............... (re. $340,000)",621,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|57050|2024|340000
