agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Medication Reimbursement Account - 22128,36963,2025,194254000,0,"21 Notwithstanding any other provision of law, 22 and except for transfers to the department 23 of health to reimburse the department for 24 the state and/or local share of medical 25 assistance payments and as modified below, 26 this appropriation shall be available for 27 obligations for the period commencing July 28 1, 2025 and ending June 30, 2026 and shall 29 be available for expenditure from July 1, 30 2025 through September 15, 2026. 31 Of the amounts appropriated herein, up to 32 $5,000,000 may be used to provide state 33 aid to voluntary non-profit agencies, as 34 defined in the mental hygiene law, for 35 expenditures incurred in the operation of 36 residential treatment facilities for chil- 37 dren and youth, including but not limited 38 to, expenditures related to the transition 39 to managed care from fee for service and 40 re-design pilots/projects. Funds appropri- 41 ated herein will be made available to 42 support the expansion of the Healthy Steps 43 program for children. 44 For services and expenses of various commu- 45 nity mental health non-residential 46 programs, pursuant to article 41 of the 47 mental hygiene law, including but not 48 limited to sections 41.13 and 41.18 49 (36963) .................................... 194,254,000",1240,49.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36963|2025|194254000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,36965,2025,53289000,0,"1241 12553-09-5 DEPARTMENT OF MENTAL HYGIENE OFFICE OF MENTAL HEALTH AID TO LOCALITIES 2025-26 1 For services and expenses of various commu- 2 nity mental health emergency programs. 3 Funds appropriated herein will be made 4 available for services and expenses 5 related to the home based crisis inter- 6 vention program for children.(36965) ........ 53,289,000",1241,6.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36965|2025|53289000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,36964,2025,14801000,0,"7 For services and expenses of various commu- 8 nity mental health residential programs, 9 including but not limited to community 10 residences pursuant to sections 41.44 and 11 41.38 of the mental hygiene law (36964) ..... 14,801,000",1241,11.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36964|2025|14801000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37089,2024,500000,500000,"38 P.U.N.T Pediatric Cancer Collaborative _(_3_7_0_8_9_) .......................
39 500,000 ............................................. (re. $500,000)",1246,38.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37089|2024|500000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37074,2024,200000,200000,"41 Child Mind Institute _(_3_7_0_7_4_) ... 200,000 .............. (re. $200,000)",1246,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37074|2024|200000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37055,2024,125000,125000,"24 For services and expenses of The Harris Project Inc (Encompass
25 Project) _(_3_7_0_5_5_) ... 125,000 ........................ (re. $125,000)",1247,24.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37055|2024|125000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37057,2024,120000,120000,"26 For services and expenses of The Harris Project Inc (Include Project)
27 _(_3_7_0_5_7_) ... 120,000 ................................. (re. $120,000)",1247,26.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37057|2024|120000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37001,2023,7715000,210000,"29 For services and expenses of the Joseph P. Dwyer Veteran Peer to Peer
30 Services Program in accordance with the following sub-schedule
31 (37001) ... 7,715,000 ............................... (re. $210,000)",1250,29.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37001|2023|7715000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37056,2023,50000,50000,"11 Rainbow Heights Club (37056) ... 50,000 ................ (re. $50,000)",1252,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37056|2023|50000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37057,2023,120000,120000,"19 The Harris Project Inc (Include Project) (37057) .....................
20 120,000 ............................................. (re. $120,000)",1252,19.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37057|2023|120000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37055,2023,125000,125000,"21 The Harris Project Inc (Encompass Project) (37055) ...................
22 125,000 ............................................. (re. $125,000)",1252,21.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37055|2023|125000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37079,2023,300000,300000,"35 For services and expenses related to the Veteran's Mental Health
36 Training Initiative. Notwithstanding any provision of law to the
37 contrary, the amount appropriated herein may be suballocated or
38 transferred between other state agencies, including but not limited
39 to the office of addiction services and supports, department of
40 health, or department of veteran services with the approval of the
41 temporary president of the senate and director of division of the
42 budget. Notwithstanding section twenty-four of the state finance law
43 or any provision of law to the contrary, funds from this appropri-
44 ation shall be allocated only pursuant to a plan (i) approved by the
45 temporary president of the senate and the director of the budget
46 which sets forth either an itemized list of grantees with the amount
47 to be received by each, or the methodology for allocating such
48 appropriation, and (ii) which is thereafter included in a senate
49 resolution calling for the expenditure of such funds, which resol-
50 ution must be approved by a majority vote of all members elected to
AB
1253 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF MENTAL HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 the Senate upon a roll call vote _(_3_7_0_7_9_) ...........................
2 300,000 ............................................. (re. $300,000)",1253,35.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37079|2023|300000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37033,2022,1060000,354000,"36 Comprehensive Care Centers for Eating Disorders (37033) ..............
37 1,060,000 ........................................... (re. $354,000)",1253,36.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37033|2022|1060000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37052,2022,400000,200000,"39 Expand Self-Directed Care Demo Program (37052) .......................
40 400,000 ............................................. (re. $200,000)",1253,39.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37052|2022|400000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37053,2022,250000,150000,"43 Veterans Mental Health Training Initiative (37053) ...................
44 250,000 ............................................. (re. $150,000)",1253,43.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37053|2022|250000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37060,2022,50000,50000,"6 Inwood Community Services (37060) ... 50,000 ........... (re. $50,000)",1254,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37060|2022|50000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37001,2021,4505000,13000,"29 By chapter 53, section 1, of the laws of 2021:
30 For services and expenses of the Joseph P. Dwyer Veteran Peer to Peer
31 Services Program in accordance with the following sub-schedule
32 (37001) ... 4,505,000 ................................ (re. $13,000)",1254,29.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37001|2021|4505000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37045,2021,495000,4000,"33 sub-schedule
34 Broome County ...................... 185,000
35 Cattaraugus County ................. 135,000
36 Chautauqua County .................. 185,000
37 Columbia County .................... 100,000
38 Dutchess County .................... 185,000
39 Erie County ........................ 185,000
40 Genesee, Orleans, and Wyoming
41 Counties ......................... 185,000
42 Jefferson County ................... 185,000
43 Monroe County ...................... 185,000
44 Nassau County ...................... 185,000
45 Niagara County ..................... 185,000
46 Onondaga County .................... 185,000
AB
1255 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF MENTAL HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 Orange County ...................... 185,000
2 Putnam County ...................... 185,000
3 Rensselaer County .................. 145,000
4 Rockland County .................... 185,000
5 Saratoga County .................... 185,000
6 Suffolk County ..................... 185,000
7 Sullivan County .................... 185,000
8 Ulster County ...................... 185,000
9 Warren and Washington Counties ..... 185,000
10 Westchester County ................. 185,000
11 University at Albany School of
12 Social Welfare ................... 210,000
13 New York City ...................... 400,000
14 For additional services and expenses of the Joseph P. Dwyer Veteran
15 Peer-to-Peer Pilot Program. Notwithstanding any provision of law
16 this appropriation shall be allocated only pursuant to a plan
17 setting forth an itemized list of grantees with the amount to be
18 received by each, or the methodology for allocating such appropri-
19 ation. Such plan shall be subject to the approval of the Speaker of
20 the Assembly and the director of the budget which sets forth either
21 an itemized list of grantees with the amount to be received by each,
22 or the methodology for allocating such appropriation (37045) .......
23 495,000 ............................................... (re. $4,000)",1255,33.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37045|2021|495000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37033,2021,1060000,354000,"29 For community mental health services and/or expenses of contracts with
30 municipalities; educational institutions; and/or not-for-profit
31 agencies:
32 Comprehensive Care Centers for Eating Disorders (37033) ..............
33 1,060,000 ........................................... (re. $354,000)",1255,29.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37033|2021|1060000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37039,2021,100000,100000,"38 Garnet Health Medical Center Catskills (37039) .......................
39 100,000 ............................................. (re. $100,000)",1255,38.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37039|2021|100000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37040,2021,10000,10000,"41 Korean Community Services (37040) ... 10,000 ........... (re. $10,000)",1255,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37040|2021|10000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37041,2021,10000,10000,"42 St. Joseph's Neighborhood Center (37041) ... 10,000 .... (re. $10,000)",1255,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37041|2021|10000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37001,2020,2017500,2017500,"3 For services and expenses of the Joseph P. Dwyer Veteran Peer to Peer
4 Services Program in accordance with the following sub-schedule
5 (37001) ... 2,017,500 ............................. (re. $2,017,500)",1256,3.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37001|2020|2017500
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37033,2020,1060000,707000,"31 By chapter 53, section 1, of the laws of 2020, as added by chapter 50,
32 section 4, of the laws of 2020:
33 Comprehensive Care Centers for Eating Disorders (37033) ..............
34 1,060,000 ........................................... (re. $707,000)",1256,31.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37033|2020|1060000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37035,2020,2487500,2487500,"40 For services and expenses of the Joseph P. Dwyer Veteran Peer to Peer
41 Services Program in accordance with the following sub-schedule
42 (37035) ... 2,487,500 ............................. (re. $2,487,500)",1256,40.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37035|2020|2487500
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,36913,2019,412500,50000,"25 By chapter 53, section 1, of the laws of 2019:
26 For community mental hygiene services and/or expenses of contracts
27 with municipalities; educational institutions; and/or not-for-profit
28 agencies:
29 Crisis Intervention Teams and other mobile crisis programs (36913) ...
30 412,500 .............................................. (re. $50,000)",1257,25.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36913|2019|412500
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37001,2019,3735000,844000,"35 For services and expenses of the Joseph P. Dwyer Veteran Peer to Peer
36 Services Program in accordance with the following sub-schedule
37 (37001) ... 3,735,000 ............................... (re. $844,000)",1257,35.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37001|2019|3735000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37006,2019,150000,150000,"38 sub-schedule
39 Broome County ...................... 185,000
40 Cattaraugus County ................. 135,000
41 Chautauqua County .................. 185,000
42 Columbia County .................... 100,000
43 Dutchess County .................... 185,000
44 Erie County ........................ 185,000
45 Genesee, Orleans, and Wyoming
46 Counties .......................... 185,000
47 Jefferson County ................... 185,000
48 Monroe County ...................... 185,000
AB
1258 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF MENTAL HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 Nassau County ...................... 185,000
2 Niagara County ..................... 185,000
3 Onondaga County .................... 185,000
4 Orange County ...................... 185,000
5 Putnam County ...................... 185,000
6 Rensselaer County .................. 145,000
7 Rockland County .................... 185,000
8 Saratoga County .................... 185,000
9 Suffolk County ..................... 185,000
10 Warren and Washington Counties ..... 185,000
11 Westchester County ................. 185,000
12 University at Albany School of
13 Social Welfare ................... 210,000
14 Veterans Mental Health Training Initiative to be conducted by the
15 Medical Society of the State of New York, the New York State Psychi-
16 atric Association and the National Association of Social Workers -
17 New York State Chapter, that shall include services and expenses of
18 the development of an Accreditation Council for Continuing Medical
19 Education accredited education and training program for primary care
20 physicians and physician specialists on the signs, symptoms, diagno-
21 sis and best practices for treating the health and mental health
22 disorders of returning combat veterans and associated conditions
23 affecting family members of such veterans to be conducted jointly by
24 the New York State Psychiatric Association and the Medical Society
25 of the State of New York; and for services and expenses of a
26 National Association of Social Workers - New York State Chapter
27 accredited education and training program for mental health provid-
28 ers to maximize the treatment and recovery from combat related post
29 traumatic stress disorder, traumatic brain injury and other combat
30 related mental health issues, including substance abuse and suicide
31 prevention; in accordance with the following:
32 New York State Psychiatric Association (37006) .......................
33 150,000 ............................................. (re. $150,000)",1258,38.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37006|2019|150000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37003,2019,150000,150000,"34 Medical Society of the State of New York (37003) .....................
35 150,000 ............................................. (re. $150,000)",1258,34.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37003|2019|150000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37004,2019,150000,150000,"36 National Association of Social Workers - New York State Chapter
37 (37004) ... 150,000 ................................. (re. $150,000)",1258,36.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37004|2019|150000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,36935,2019,300000,300000,"38 For additional services and expenses of the Joseph P. Dwyer Veteran
39 Peer to Peer Pilot Program to New York City (36935) ................
40 300,000 ............................................. (re. $300,000)",1258,38.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36935|2019|300000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37029,2019,225000,225000,"41 For services and expenses of the Mobilization for Justice Mental
42 Health Project (37029) ... 225,000 .................. (re. $225,000)",1258,41.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37029|2019|225000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,36913,2018,925000,925000,"43 By chapter 53, section 1, of the laws of 2018:
44 For community mental hygiene services and/or expenses of contracts
45 with municipalities; educational institutions; and/or not-for-profit
46 agencies:
47 Crisis Intervention Teams and other mobile crisis programs (36913) ...
48 925,000 ............................................. (re. $925,000)",1258,43.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36913|2018|925000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,36932,2018,500000,375000,"AB
1259 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE OF MENTAL HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 Children's Prevention and Awareness Initiatives (36932) ..............
2 500,000 ............................................. (re. $375,000)",1259,1.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36932|2018|500000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37025,2018,50000,50000,"5 Misaskim Corp. (37025) ... 50,000 ...................... (re. $50,000)",1259,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37025|2018|50000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,37001,2018,3735000,8000,"6 For services and expenses of the Joseph P. Dwyer Veteran Peer to Peer
7 Services Program in accordance with the following sub-schedule
8 (37001) ... 3,735,000 ................................. (re. $8,000)",1259,6.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37001|2018|3735000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,36913,2017,400000,50000,"33 By chapter 53, section 1, of the laws of 2017, as transferred by chapter
34 53, section 1, of the laws of 2018:
35 For community mental hygiene services and/or expenses of contracts
36 with municipalities; educational institutions; and/or not-for-profit
37 agencies:
38 Crisis Intervention Teams (36913) ... 400,000 .......... (re. $50,000)",1259,33.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36913|2017|400000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,general fund,Local Assistance Account - 10000,36932,2017,250000,84000,"39 Children's Prevention and Awareness Initiatives (36932) ..............
40 250,000 .............................................. (re. $84,000)",1259,39.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36932|2017|250000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Community Mental Health Services Block Grant Account - 25180,36913,2016,500000,75000,"7 Crisis Intervention Teams (36913) ... 500,000 .......... (re. $75,000)",1260,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36913|2016|500000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Community Mental Health Services Block Grant Account - 25180,36932,2016,500000,75000,"8 Children's Prevention and Awareness Initiatives (36932) ..............
9 500,000 .............................................. (re. $75,000)",1260,8.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36932|2016|500000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Community Mental Health Services Block Grant Account - 25180,36938,2016,175000,175000,"10 For services and expenses related to the design of a data collection
11 plan and analysis of children's behavioral health services to evalu-
12 ate service effectiveness, identify performance outcome measure-
13 ments, and quality benchmarks in preparation for alternative payment
14 methodologies, to be conducted by the New York State Conference of
15 Local Mental Hygiene Directors, Inc. Chapter (36938) ...............
16 175,000 ............................................. (re. $175,000)",1260,10.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36938|2016|175000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,Special Revenue Funds - Federal,Community Mental Health Services Block Grant Account - 25180,36932,2015,1000000,13000,"27 By chapter 53, section 1, of the laws of 2015, as transferred by chapter
28 53, section 1, of the laws of 2018:
29 Children's Prevention and Awareness Initiatives (36932) ..............
30 1,000,000 ............................................ (re. $13,000)",1260,27.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36932|2015|1000000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37835,2024,4432207000,3853648000,"4 By chapter 53, section 1, of the laws of 2024:
5 For services and expenses of the community services program, net of
6 disallowances, for community programs for people with developmental
7 disabilities pursuant to article 41 of the mental hygiene law,
8 and/or chapter 620 of the laws of 1974, chapter 660 of the laws of
9 1977, chapter 412 of the laws of 1981, chapter 27 of the laws of
10 1987, chapter 729 of the laws of 1989, chapter 329 of the laws of
11 1993 and other provisions of the mental hygiene law. Notwithstanding
12 any inconsistent provision of law, the following appropriation shall
13 be net of prior and/or current year refunds, rebates, reimburse-
14 ments, and credits.
15 Notwithstanding any other provision of law, advances and reimbursement
16 made pursuant to subdivision (d) of section 41.15 and section 41.18
17 of the mental hygiene law shall be allocated pursuant to a plan and
18 in a manner prescribed by the agency head and approved by the direc-
19 tor of the budget. The moneys hereby appropriated are available to
20 reimburse or advance localities and voluntary non-profit agencies
21 for expenditures made during local fiscal periods commencing January
22 1, 2024, April 1, 2024 or July 1, 2024, and for advances for the 3
23 month period beginning January 1, 2025.
24 Notwithstanding the provisions of article 41 of the mental hygiene law
25 or any other inconsistent provision of law, rule or regulation, the
26 commissioner, pursuant to such contract and in the manner provided
27 therein, may pay all or a portion of the expenses incurred by such
28 voluntary agencies arising out of loans which are funded from the
29 proceeds of bonds and notes issued by the dormitory authority of the
30 state of New York.
31 Notwithstanding any other provision of law, the money hereby appropri-
32 ated may be transferred to state operations and/or any appropriation
33 of the office for people with developmental disabilities with the
34 approval of the director of the budget.
35 Notwithstanding any inconsistent provision of law, moneys from this
36 appropriation may be used for state aid of up to 100 percent of the
37 net deficit costs of day training programs and family support
38 services.
39 Notwithstanding the provisions of section 16.23 of the mental hygiene
40 law and any other inconsistent provision of law, with relation to
41 the operation of certified family care homes, including family care
42 homes sponsored by voluntary not-for-profit agencies, moneys from
43 this appropriation may be used for payments to purchase general
44 services including but not limited to respite providers, up to a
45 maximum of 14 days, at rates to be established by the commissioner
46 and approved by the director of the budget in consideration of
47 factors including, but not limited to, geographic area and number of
48 clients cared for in the home and for payment in an amount deter-
AB
1279 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 mined by the commissioner for the personal needs of each client
2 residing in the family care home.
3 Notwithstanding the provisions of subdivision 12 of section 8 of the
4 state finance law and any other inconsistent provision of law,
5 moneys from this appropriation may be used for expenses of family
6 care homes including payments to operators of certified family care
7 homes for damages caused by clients to personal and real property in
8 accordance with standards established by the commissioner and
9 approved by the director of the budget.
10 Notwithstanding any inconsistent provision of law, moneys from this
11 appropriation may be used for appropriate day program services and
12 residential services including, but not limited to, direct housing
13 subsidies to individuals, start-up expenses for family care provid-
14 ers, environmental modifications, adaptive technologies, appraisals,
15 property options, feasibility studies and preoperational expenses.
16 Notwithstanding any inconsistent provision of law except pursuant to a
17 chapter of the laws of 2024 authorizing a 2.84 percent cost of
18 living adjustment, for the period commencing on April 1, 2024 and
19 ending March 31, 2025 the commissioner shall not apply any other
20 cost of living adjustment for the purpose of establishing rates of
21 payments, contracts or any other form of reimbursement; provided
22 that this shall not prevent the commissioner from applying prior
23 adjustments for the purpose of establishing rates resulting from a
24 rebasing of base year costs.
25 Notwithstanding section 6908 of the education law and any other
26 provision of law, rule or regulation to the contrary, direct support
27 staff in programs certified or approved by the office for people
28 with developmental disabilities, including the home and community
29 based services waiver programs that the office for people with
30 developmental disabilities is authorized to administer with federal
31 approval pursuant to subdivision (c) of section 1915 of the federal
32 social security act, are authorized to provide such tasks as OPWDD
33 may specify when performed under the supervision, training and peri-
34 odic inspection of a registered professional nurse and in accordance
35 with an authorized practitioner's ordered care.
36 Notwithstanding any other provision of law to the contrary, and
37 consistent with section 33.07 of the mental hygiene law, the direc-
38 tors of facilities licensed but not operated by the office for
39 people with developmental disabilities who act as federally-appoint-
40 ed representative payees and who assume management responsibility
41 over the funds of a resident may continue to use such funds for the
42 cost of the resident's care and treatment, consistent with federal
43 law and regulations.
44 Funds appropriated herein shall be available in accordance with the
45 following:
46 Notwithstanding any inconsistent provision of law, the director of the
47 budget is authorized to make suballocations from this appropriation
48 to the department of health medical assistance program.
49 Notwithstanding any inconsistent provision of law, and pursuant to
50 criteria established by the commissioner of the office for people
AB
1280 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 with developmental disabilities and approved by the director of the
2 budget, expenditures may be made from this appropriation for resi-
3 dential facilities which are pending recertification as intermediate
4 care facilities for people with developmental disabilities.
5 Notwithstanding the provisions of section 41.36 of the mental hygiene
6 law and any other inconsistent provision of law, moneys from this
7 appropriation may be used for payment up to $250 per year per
8 client, at such times and in such manner as determined by the
9 commissioner on the basis of financial need for the personal needs
10 of each client residing in voluntary-operated community residences
11 and voluntary-operated community residential alternatives, including
12 individualized residential alternatives under the home and community
13 based services waiver. The commissioner shall, subject to the
14 approval of the director of the budget, alter existing advance
15 payment schedules for voluntary-operated community residences estab-
16 lished pursuant to section 41.36 of the mental hygiene law.
17 Notwithstanding any inconsistent provision of law, moneys from this
18 appropriation may be used for the operation of clinics licensed
19 pursuant to article 16 of the mental hygiene law including, but not
20 limited to, supportive and habilitative services consistent with the
21 home and community based services waiver.
22 For the state share of medical assistance services expenses incurred
23 by the department of health for the provision of medical assistance
24 services to people with developmental disabilities (37835) .........
25 4,432,207,000 ................................. (re. $3,853,648,000)",1280,4.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37835|2024|4432207000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37807,2024,88830000,88830000,"33 For services and expenses of the office for people with developmental
34 disabilities to implement a chapter of the laws of 2024, to provide
35 funding for a cost of living adjustment for the purpose of estab-
36 lishing rates of payments, contracts or any other form of reimburse-
37 ment for the period April 1, 2024 through March 31, 2025. Notwith-
38 standing any other provision of law to the contrary, and subject to
39 the approval of the director of the budget, the amounts appropriated
40 herein may be increased or decreased by interchange or transfer
41 without limit to any local assistance appropriation, and may include
42 advances to local governments and voluntary agencies, to accomplish
43 this purpose (37807) ... 88,830,000 .............. (re. $88,830,000)",1280,33.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37807|2024|88830000
